GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01
0500000US12021,12021,"Collier County, Florida",357305,*****
0500000US12023,12023,"Columbia County, Florida",68348,*****
0500000US12031,12031,"Duval County, Florida",913010,*****
0500000US12033,12033,"Escambia County, Florida",311003,*****
0500000US12035,12035,"Flagler County, Florida",105392,*****
0500000US12053,12053,"Hernando County, Florida",178439,*****
0500000US12055,12055,"Highlands County, Florida",99491,*****
0500000US12057,12057,"Hillsborough County, Florida",1349050,*****
0500000US12061,12061,"Indian River County, Florida",147919,*****
0500000US12069,12069,"Lake County, Florida",325875,*****
0500000US12071,12071,"Lee County, Florida",701982,*****
0500000US12073,12073,"Leon County, Florida",286272,*****
0500000US12081,12081,"Manatee County, Florida",363369,*****
0500000US12083,12083,"Marion County, Florida",343254,*****
0500000US12085,12085,"Martin County, Florida",156283,*****
0500000US12086,12086,"Miami-Dade County, Florida",2693117,*****
0500000US12087,12087,"Monroe County, Florida",77482,*****
0500000US12089,12089,"Nassau County, Florida",78444,*****
0500000US12091,12091,"Okaloosa County, Florida",198664,*****
0500000US12095,12095,"Orange County, Florida",1288126,*****
0500000US12097,12097,"Osceola County, Florida",323993,*****
0500000US12099,12099,"Palm Beach County, Florida",1422789,*****
0500000US12101,12101,"Pasco County, Florida",497909,*****
0500000US12103,12103,"Pinellas County, Florida",949827,*****
0500000US12105,12105,"Polk County, Florida",650092,*****
0500000US12107,12107,"Putnam County, Florida",72023,*****
0500000US12109,12109,"St. Johns County, Florida",226640,*****
0500000US12111,12111,"St. Lucie County, Florida",298563,*****
0500000US12113,12113,"Santa Rosa County, Florida",167040,*****
0500000US12115,12115,"Sarasota County, Florida",405549,*****
0500000US12117,12117,"Seminole County, Florida",449144,*****
0500000US12119,12119,"Sumter County, Florida",118891,*****
0500000US12127,12127,"Volusia County, Florida",517887,*****
0500000US13013,13013,"Barrow County, Georgia",75370,*****
0500000US13015,13015,"Bartow County, Georgia",102747,*****
0500000US13021,13021,"Bibb County, Georgia",153721,*****
0500000US13031,13031,"Bulloch County, Georgia",72651,*****
0500000US13045,13045,"Carroll County, Georgia",114545,*****
0500000US13047,13047,"Catoosa County, Georgia",66050,*****
0500000US13051,13051,"Chatham County, Georgia",286956,*****
0500000US13057,13057,"Cherokee County, Georgia",235900,*****
0500000US13059,13059,"Clarke County, Georgia",123912,*****
0500000US13063,13063,"Clayton County, Georgia",273955,*****
0500000US13067,13067,"Cobb County, Georgia",741334,*****
0500000US13073,13073,"Columbia County, Georgia",144052,*****
0500000US13077,13077,"Coweta County, Georgia",138427,*****
0500000US13089,13089,"DeKalb County, Georgia",734871,*****
0500000US13095,13095,"Dougherty County, Georgia",91332,*****
0500000US13097,13097,"Douglas County, Georgia",140733,*****
0500000US13113,13113,"Fayette County, Georgia",110714,*****
0500000US13115,13115,"Floyd County, Georgia",96504,*****
0500000US13117,13117,"Forsyth County, Georgia",212438,*****
0500000US13121,13121,"Fulton County, Georgia",1010562,*****
0500000US13127,13127,"Glynn County, Georgia",83579,*****
0500000US13135,13135,"Gwinnett County, Georgia",895823,*****
0500000US13139,13139,"Hall County, Georgia",193535,*****
0500000US13151,13151,"Henry County, Georgia",217739,*****
0500000US13153,13153,"Houston County, Georgia",150033,*****
0500000US13179,13179,"Liberty County, Georgia",62467,*****
0500000US13185,13185,"Lowndes County, Georgia",112865,*****
0500000US13215,13215,"Muscogee County, Georgia",200579,*****
0500000US13217,13217,"Newton County, Georgia",105473,*****
0500000US13223,13223,"Paulding County, Georgia",152238,*****
0500000US13245,13245,"Richmond County, Georgia",201793,*****
0500000US13247,13247,"Rockdale County, Georgia",88856,*****
0500000US13285,13285,"Troup County, Georgia",69763,*****
0500000US13295,13295,"Walker County, Georgia",68066,*****
0500000US13297,13297,"Walton County, Georgia",88399,*****
0500000US13313,13313,"Whitfield County, Georgia",104216,*****
0500000US15001,15001,"Hawaii County, Hawaii",196428,*****
0500000US15003,15003,"Honolulu County, Hawaii",998714,*****
0500000US15007,15007,"Kauai County, Hawaii",71735,*****
0500000US15009,15009,"Maui County, Hawaii",164593,86
0500000US16001,16001,"Ada County, Idaho",434211,*****
0500000US16005,16005,"Bannock County, Idaho",83744,*****
0500000US16019,16019,"Bonneville County, Idaho",110089,*****
0500000US16027,16027,"Canyon County, Idaho",207478,*****
0500000US16055,16055,"Kootenai County, Idaho",150346,*****
0500000US16083,16083,"Twin Falls County, Idaho",82375,*****
0500000US17001,17001,"Adams County, Illinois",67013,*****
0500000US17019,17019,"Champaign County, Illinois",208861,*****
0500000US17031,17031,"Cook County, Illinois",5238216,*****
0500000US17037,17037,"DeKalb County, Illinois",104352,*****
0500000US17043,17043,"DuPage County, Illinois",933736,*****
0500000US17089,17089,"Kane County, Illinois",530847,*****
0500000US17091,17091,"Kankakee County, Illinois",110879,*****
0500000US17093,17093,"Kendall County, Illinois",123355,*****
0500000US17097,17097,"Lake County, Illinois",703910,*****
0500000US17099,17099,"LaSalle County, Illinois",111333,*****
0500000US17111,17111,"McHenry County, Illinois",307343,*****
0500000US17113,17113,"McLean County, Illinois",173166,*****
0500000US17115,17115,"Macon County, Illinois",107303,*****
0500000US17119,17119,"Madison County, Illinois",266209,*****
0500000US17143,17143,"Peoria County, Illinois",186221,*****
0500000US17161,17161,"Rock Island County, Illinois",146133,*****
0500000US17163,17163,"St. Clair County, Illinois",264052,*****
0500000US17167,17167,"Sangamon County, Illinois",198712,*****
0500000US17179,17179,"Tazewell County, Illinois",134800,*****
0500000US17183,17183,"Vermilion County, Illinois",79282,*****
0500000US17197,17197,"Will County, Illinois",687263,*****
0500000US17199,17199,"Williamson County, Illinois",67466,*****
0500000US17201,17201,"Winnebago County, Illinois",287078,*****
0500000US18003,18003,"Allen County, Indiana",368450,*****
0500000US18005,18005,"Bartholomew County, Indiana",81162,*****
0500000US18019,18019,"Clark County, Indiana",115371,*****
0500000US18035,18035,"Delaware County, Indiana",116852,*****
0500000US18039,18039,"Elkhart County, Indiana",203474,*****
0500000US18043,18043,"Floyd County, Indiana",76778,*****
0500000US18053,18053,"Grant County, Indiana",67979,*****
0500000US18057,18057,"Hamilton County, Indiana",309697,*****
0500000US18059,18059,"Hancock County, Indiana",72520,*****
0500000US18063,18063,"Hendricks County, Indiana",158192,*****
0500000US18067,18067,"Howard County, Indiana",82556,*****
0500000US18081,18081,"Johnson County, Indiana",149633,*****
0500000US18085,18085,"Kosciusko County, Indiana",78620,*****
0500000US18089,18089,"Lake County, Indiana",487865,*****
0500000US18091,18091,"LaPorte County, Indiana",110884,*****
0500000US18095,18095,"Madison County, Indiana",129723,*****
0500000US18097,18097,"Marion County, Indiana",939020,*****
0500000US18105,18105,"Monroe County, Indiana",144705,*****
0500000US18109,18109,"Morgan County, Indiana",69648,*****
0500000US18127,18127,"Porter County, Indiana",167688,*****
0500000US18141,18141,"St. Joseph County, Indiana",268441,*****
0500000US18157,18157,"Tippecanoe County, Indiana",185826,*****
0500000US18163,18163,"Vanderburgh County, Indiana",181877,*****
0500000US18167,18167,"Vigo County, Indiana",107896,*****
0500000US18177,18177,"Wayne County, Indiana",67001,*****
0500000US19013,19013,"Black Hawk County, Iowa",133455,*****
0500000US19049,19049,"Dallas County, Iowa",80133,*****
0500000US19061,19061,"Dubuque County, Iowa",97125,*****
0500000US19103,19103,"Johnson County, Iowa",144251,*****
0500000US19113,19113,"Linn County, Iowa",219916,*****
0500000US19153,19153,"Polk County, Iowa",467711,*****
0500000US19155,19155,"Pottawattamie County, Iowa",93671,*****
0500000US19163,19163,"Scott County, Iowa",172126,*****
0500000US19169,19169,"Story County, Iowa",96021,*****
0500000US19193,19193,"Woodbury County, Iowa",102782,*****
0500000US20015,20015,"Butler County, Kansas",66741,*****
0500000US20045,20045,"Douglas County, Kansas",118053,*****
0500000US20091,20091,"Johnson County, Kansas",580159,*****
0500000US20103,20103,"Leavenworth County, Kansas",79315,*****
0500000US20161,20161,"Riley County, Kansas",75247,*****
0500000US20173,20173,"Sedgwick County, Kansas",511574,*****
0500000US20177,20177,"Shawnee County, Kansas",178725,*****
0500000US20209,20209,"Wyandotte County, Kansas",163369,*****
0500000US21015,21015,"Boone County, Kentucky",127712,*****
0500000US21029,21029,"Bullitt County, Kentucky",78702,*****
0500000US21037,21037,"Campbell County, Kentucky",92066,*****
0500000US21047,21047,"Christian County, Kentucky",73309,*****
0500000US21059,21059,"Daviess County, Kentucky",99259,*****
0500000US21067,21067,"Fayette County, Kentucky",314488,*****
0500000US21093,21093,"Hardin County, Kentucky",106439,*****
0500000US21111,21111,"Jefferson County, Kentucky",763623,*****
0500000US21117,21117,"Kenton County, Kentucky",165012,*****
0500000US21145,21145,"McCracken County, Kentucky",65018,*****
0500000US21151,21151,"Madison County, Kentucky",87824,*****
0500000US21195,21195,"Pike County, Kentucky",61792,*****
0500000US21227,21227,"Warren County, Kentucky",122851,*****
0500000US22005,22005,"Ascension Parish, Louisiana",119455,*****
0500000US22015,22015,"Bossier Parish, Louisiana",125175,*****
0500000US22017,22017,"Caddo Parish, Louisiana",251460,*****
0500000US22019,22019,"Calcasieu Parish, Louisiana",198788,*****
0500000US22033,22033,"East Baton Rouge Parish, Louisiana",446753,*****
0500000US22045,22045,"Iberia Parish, Louisiana",74103,*****
0500000US22051,22051,"Jefferson Parish, Louisiana",436275,*****
0500000US22055,22055,"Lafayette Parish, Louisiana",240098,*****
0500000US22057,22057,"Lafourche Parish, Louisiana",98325,*****
0500000US22063,22063,"Livingston Parish, Louisiana",137788,*****
0500000US22071,22071,"Orleans Parish, Louisiana",389617,*****
0500000US22073,22073,"Ouachita Parish, Louisiana",156761,*****
0500000US22079,22079,"Rapides Parish, Louisiana",132141,*****
0500000US22097,22097,"St. Landry Parish, Louisiana",83848,*****
0500000US22103,22103,"St. Tammany Parish, Louisiana",250088,*****
0500000US22105,22105,"Tangipahoa Parish, Louisiana",128755,*****
0500000US22109,22109,"Terrebonne Parish, Louisiana",113972,*****
0500000US23001,23001,"Androscoggin County, Maine",107233,*****
0500000US23003,23003,"Aroostook County, Maine",68628,*****
0500000US23005,23005,"Cumberland County, Maine",289977,*****
0500000US23011,23011,"Kennebec County, Maine",119980,*****
0500000US23019,23019,"Penobscot County, Maine",152692,*****
0500000US23031,23031,"York County, Maine",201169,*****
0500000US24001,24001,"Allegany County, Maryland",72528,*****
0500000US24003,24003,"Anne Arundel County, Maryland",564195,*****
0500000US24005,24005,"Baltimore County, Maryland",831128,*****
0500000US24009,24009,"Calvert County, Maryland",90595,*****
0500000US24013,24013,"Carroll County, Maryland",167627,*****
0500000US24015,24015,"Cecil County, Maryland",102382,*****
0500000US24017,24017,"Charles County, Maryland",156118,*****
0500000US24021,24021,"Frederick County, Maryland",245322,*****
0500000US24025,24025,"Harford County, Maryland",250290,*****
0500000US24027,24027,"Howard County, Maryland",313414,*****
0500000US24031,24031,"Montgomery County, Maryland",1040116,*****
0500000US24033,24033,"Prince George's County, Maryland",909535,*****
0500000US24037,24037,"St. Mary's County, Maryland",111413,*****
0500000US24043,24043,"Washington County, Maryland",149585,*****
0500000US24045,24045,"Wicomico County, Maryland",102370,*****
0500000US24510,24510,"Baltimore city, Maryland",621849,*****
0500000US25001,25001,"Barnstable County, Massachusetts",214333,*****
0500000US25003,25003,"Berkshire County, Massachusetts",127828,*****
0500000US25005,25005,"Bristol County, Massachusetts",556772,*****
0500000US25009,25009,"Essex County, Massachusetts",776043,*****
0500000US25011,25011,"Franklin County, Massachusetts",70601,*****
0500000US25013,25013,"Hampden County, Massachusetts",470690,*****
0500000US25015,25015,"Hampshire County, Massachusetts",161292,*****
0500000US25017,25017,"Middlesex County, Massachusetts",1585139,*****
0500000US25021,25021,"Norfolk County, Massachusetts",696023,*****
0500000US25023,25023,"Plymouth County, Massachusetts",510393,*****
0500000US25025,25025,"Suffolk County, Massachusetts",778121,*****
0500000US25027,25027,"Worcester County, Massachusetts",818963,*****
0500000US26005,26005,"Allegan County, Michigan",114625,*****
0500000US26017,26017,"Bay County, Michigan",105659,*****
0500000US26021,26021,"Berrien County, Michigan",154636,*****
0500000US26025,26025,"Calhoun County, Michigan",134314,*****
0500000US26037,26037,"Clinton County, Michigan",77390,*****
0500000US26045,26045,"Eaton County, Michigan",108801,*****
0500000US26049,26049,"Genesee County, Michigan",410849,*****
0500000US26055,26055,"Grand Traverse County, Michigan",91636,*****
0500000US26065,26065,"Ingham County, Michigan",286085,*****
0500000US26073,26073,"Isabella County, Michigan",70698,*****
0500000US26075,26075,"Jackson County, Michigan",159494,*****
0500000US26077,26077,"Kalamazoo County, Michigan",260263,*****
0500000US26081,26081,"Kent County, Michigan",636369,*****
0500000US26087,26087,"Lapeer County, Michigan",88373,*****
0500000US26091,26091,"Lenawee County, Michigan",98573,*****
0500000US26093,26093,"Livingston County, Michigan",187316,*****
0500000US26099,26099,"Macomb County, Michigan",864840,*****
0500000US26103,26103,"Marquette County, Michigan",67215,*****
0500000US26111,26111,"Midland County, Michigan",83632,*****
0500000US26115,26115,"Monroe County, Michigan",149568,*****
0500000US26121,26121,"Muskegon County, Michigan",172790,*****
0500000US26125,26125,"Oakland County, Michigan",1242304,*****
0500000US26139,26139,"Ottawa County, Michigan",279955,*****
0500000US26145,26145,"Saginaw County, Michigan",193307,*****
0500000US26147,26147,"St. Clair County, Michigan",159875,*****
0500000US26155,26155,"Shiawassee County, Michigan",68619,*****
0500000US26159,26159,"Van Buren County, Michigan",75077,*****
0500000US26161,26161,"Washtenaw County, Michigan",358880,*****
0500000US26163,26163,"Wayne County, Michigan",1759335,*****
0500000US27003,27003,"Anoka County, Minnesota",344151,*****
0500000US27013,27013,"Blue Earth County, Minnesota",65787,*****
0500000US27019,27019,"Carver County, Minnesota",98741,*****
0500000US27037,27037,"Dakota County, Minnesota",414686,*****
0500000US27053,27053,"Hennepin County, Minnesota",1223149,*****
0500000US27109,27109,"Olmsted County, Minnesota",151436,*****
0500000US27123,27123,"Ramsey County, Minnesota",538133,*****
0500000US27131,27131,"Rice County, Minnesota",65400,*****
0500000US27137,27137,"St. Louis County, Minnesota",200431,*****
0500000US27139,27139,"Scott County, Minnesota",141660,*****
0500000US27141,27141,"Sherburne County, Minnesota",91705,*****
0500000US27145,27145,"Stearns County, Minnesota",154708,*****
0500000US27163,27163,"Washington County, Minnesota",251597,*****
0500000US27171,27171,"Wright County, Minnesota",131311,*****
0500000US28033,28033,"DeSoto County, Mississippi",173323,*****
0500000US28035,28035,"Forrest County, Mississippi",75944,*****
0500000US28047,28047,"Harrison County, Mississippi",201410,*****
0500000US28049,28049,"Hinds County, Mississippi",242891,*****
0500000US28059,28059,"Jackson County, Mississippi",141425,*****
0500000US28067,28067,"Jones County, Mississippi",68215,*****
0500000US28075,28075,"Lauderdale County, Mississippi",78524,*****
0500000US28081,28081,"Lee County, Mississippi",85300,*****
0500000US28089,28089,"Madison County, Mississippi",103465,*****
0500000US28121,28121,"Rankin County, Mississippi",149039,*****
0500000US29019,29019,"Boone County, Missouri",174974,*****
0500000US29021,29021,"Buchanan County, Missouri",89100,*****
0500000US29031,29031,"Cape Girardeau County, Missouri",78572,*****
0500000US29037,29037,"Cass County, Missouri",101603,*****
0500000US29043,29043,"Christian County, Missouri",83279,*****
0500000US29047,29047,"Clay County, Missouri",235637,*****
0500000US29051,29051,"Cole County, Missouri",76720,*****
0500000US29071,29071,"Franklin County, Missouri",102426,*****
0500000US29077,29077,"Greene County, Missouri",288072,*****
0500000US29095,29095,"Jackson County, Missouri",687623,*****
0500000US29097,29097,"Jasper County, Missouri",118596,*****
0500000US29099,29099,"Jefferson County, Missouri",224124,*****
0500000US29165,29165,"Platte County, Missouri",96096,*****
0500000US29183,29183,"St. Charles County, Missouri",385590,*****
0500000US29187,29187,"St. Francois County, Missouri",66520,*****
0500000US29189,29189,"St. Louis County, Missouri",1003362,*****
0500000US29510,29510,"St. Louis city, Missouri",315685,*****
0500000US30013,30013,"Cascade County, Montana",82278,*****
0500000US30029,30029,"Flathead County, Montana",96165,*****
0500000US30031,30031,"Gallatin County, Montana",100739,*****
0500000US30049,30049,"Lewis and Clark County, Montana",66418,*****
0500000US30063,30063,"Missoula County, Montana",114181,*****
0500000US30111,30111,"Yellowstone County, Montana",157048,*****
0500000US31055,31055,"Douglas County, Nebraska",550064,*****
0500000US31109,31109,"Lancaster County, Nebraska",306468,*****
0500000US31153,31153,"Sarpy County, Nebraska",175692,*****
0500000US32003,32003,"Clark County, Nevada",2114801,*****
0500000US32031,32031,"Washoe County, Nevada",446903,*****
0500000US33005,33005,"Cheshire County, New Hampshire",75909,*****
0500000US33009,33009,"Grafton County, New Hampshire",89320,*****
0500000US33011,33011,"Hillsborough County, New Hampshire",406678,*****
0500000US33013,33013,"Merrimack County, New Hampshire",147994,*****
0500000US33015,33015,"Rockingham County, New Hampshire",301777,*****
0500000US33017,33017,"Strafford County, New Hampshire",126825,*****
0500000US34001,34001,"Atlantic County, New Jersey",274219,*****
0500000US34003,34003,"Bergen County, New Jersey",938506,*****
0500000US34005,34005,"Burlington County, New Jersey",450226,*****
0500000US34007,34007,"Camden County, New Jersey",510923,*****
0500000US34009,34009,"Cape May County, New Jersey",94727,*****
0500000US34011,34011,"Cumberland County, New Jersey",155854,*****
0500000US34013,34013,"Essex County, New Jersey",797434,*****
0500000US34015,34015,"Gloucester County, New Jersey",291479,*****
0500000US34017,34017,"Hudson County, New Jersey",674836,*****
0500000US34019,34019,"Hunterdon County, New Jersey",125488,*****
0500000US34021,34021,"Mercer County, New Jersey",371398,*****
0500000US34023,34023,"Middlesex County, New Jersey",840900,*****
0500000US34025,34025,"Monmouth County, New Jersey",628715,*****
0500000US34027,34027,"Morris County, New Jersey",499509,*****
0500000US34029,34029,"Ocean County, New Jersey",588721,*****
0500000US34031,34031,"Passaic County, New Jersey",510916,*****
0500000US34033,34033,"Salem County, New Jersey",64180,*****
0500000US34035,34035,"Somerset County, New Jersey",333654,*****
0500000US34037,34037,"Sussex County, New Jersey",143673,*****
0500000US34039,34039,"Union County, New Jersey",555786,*****
0500000US34041,34041,"Warren County, New Jersey",106869,*****
0500000US35001,35001,"Bernalillo County, New Mexico",676685,*****
0500000US35005,35005,"Chaves County, New Mexico",65764,*****
0500000US35013,35013,"Doña Ana County, New Mexico",214295,*****
0500000US35025,35025,"Lea County, New Mexico",71180,*****
0500000US35031,35031,"McKinley County, New Mexico",76708,*****
0500000US35035,35035,"Otero County, New Mexico",64362,*****
0500000US35043,35043,"Sandoval County, New Mexico",139394,*****
0500000US35045,35045,"San Juan County, New Mexico",118737,*****
0500000US35049,35049,"Santa Fe County, New Mexico",148686,*****
0500000US35061,35061,"Valencia County, New Mexico",75737,*****
0500000US36001,36001,"Albany County, New York",309381,*****
0500000US36005,36005,"Bronx County, New York",1455444,*****
0500000US36007,36007,"Broome County, New York",196567,*****
0500000US36009,36009,"Cattaraugus County, New York",77922,*****
0500000US36011,36011,"Cayuga County, New York",78288,*****
0500000US36013,36013,"Chautauqua County, New York",130779,*****
0500000US36015,36015,"Chemung County, New York",87071,*****
0500000US36019,36019,"Clinton County, New York",81251,*****
0500000US36027,36027,"Dutchess County, New York",295754,*****
